ID,Source,Default branch,XML launch files,Py launch files,Language,Issues (total),Open issues,Closed issues,PR (total),Open PRs,Closed PRs,Commits,Branches,Releases,Contributors,Description,URL,Categorized by,Batch,Included,Violated criterion,Scope,System type 1,System type 2,System type 3,Capability 1,Capability 2,Capability 3,SA documented,SA documentation,Notes
team-vigir/flexbe_behavior_engine,github,master,6,0,Python,52,25,27,20,2,18,294,14,4,21,Contains the behavior engine FlexBE.,https://github.com/team-vigir/flexbe_behavior_engine,Ivano,1,YES,,SUBSYSTEM,GEN,,,Planning,,,YES,http://philserver.bplaced.net/fbe/documentation.php,
team-vigir/vigir_footstep_planning_core,github,master,15,0,C++,2,0,2,1,0,1,117,5,1,7,Provides the generic footstep planner,https://github.com/team-vigir/vigir_footstep_planning_core,Ivano,1,YES,,SUBSYSTEM,Service,,,Planning,,,PARTIALLY,http://wiki.ros.org/vigir_footstep_planning#Terrain_Generation,Footstep planner
Texas-Aerial-Robotics/Controls-ROS,github,master,6,0,C++,0,0,0,4,0,4,153,4,0,18,,https://github.com/Texas-Aerial-Robotics/Controls-ROS,Ivano,1,YES,,FULL_SYSTEM,Aerial,,,FULL,,,NO,,
theconstructcore/people,bitbucket,master,9,0,NA,0,0,0,0,0,0,110,14,,11,Cloned from https://github.com/wg-perception/people.git so that we can update face_detector/param/classifier.yaml to work with ROS Kinetic,https://bitbucket.org/theconstructcore/people,Ivano,1,YES,,SUBSYSTEM,GEN,,,Vision,,,NO,,
tork-a/jog_control,github,master,20,0,C++,14,5,9,18,1,17,119,4,1,3,,https://github.com/tork-a/jog_control,Ivano,1,YES,,SUBSYSTEM,Manu,,,Control,,,NO,,
tork-a/roswww,github,develop,3,0,Python,19,8,11,29,0,29,103,4,13,10,Tiny web server for ROS (forked from https://github.com/jihoonl/roswww),https://github.com/tork-a/roswww,Ivano,1,YES,,SUBSYSTEM,GEN,,,Integration,,,NO,,Lightweight web server for ROS nodes
tork-a/rtmros_nextage,github,indigo-devel,42,0,C++,185,36,149,177,16,161,518,6,54,14,ROS-OpenRTM-based opensource robot controller software for dual-armed robot Nextage from Kawada Industries,https://github.com/tork-a/rtmros_nextage,Ivano,1,YES,,SUBSYSTEM,Manu,,,Control,,,NO,,
tork-a/spur,github,master,19,0,Python,13,6,7,59,2,57,178,2,11,4,"ROS package suite for SPUR, mobile base robot with extensible arm made at Tamagawa University.",https://github.com/tork-a/spur,Ivano,1,YES,,FULL_SYSTEM,Ground,Manu,,FULL,,,NO,,
traclabs/trac_ik,bitbucket,master,1,0,NA,57,24,33,18,18,0,266,2,,15,Public repository for the current stable version of the TRACLabs' IK solver.,https://bitbucket.org/traclabs/trac_ik,Ivano,1,YES,,SUBSYSTEM,Humanoid ,,,Planning,,,NO,,Paper: https://personal.traclabs.com/~pbeeson/papers/Beeson-humanoids-15.pdf
tu-darmstadt-ros-pkg/hector_calibration,github,master,23,0,C++,1,0,1,0,0,0,100,10,0,3,"ROS packages related to calibration of robots and subsystems (cameras, LIDAR, kinematics)",https://github.com/tu-darmstadt-ros-pkg/hector_calibration,Ivano,1,YES,,SUBSYSTEM,Aerial,,,Infrastructural,,,NO,,
tu-darmstadt-ros-pkg/hector_localization,github,catkin,1,0,C++,11,9,2,7,0,7,236,12,10,10,"The hector_localization stack is a collection of packages, that provide the full 6DOF pose of a robot or platform.",https://github.com/tu-darmstadt-ros-pkg/hector_localization,Ivano,1,YES,,SUBSYSTEM,Aerial,,,Localization,,,NO,,
tu-darmstadt-ros-pkg/hector_navigation,github,catkin,10,0,C++,11,8,3,4,2,2,201,14,0,22,hector_navigation provides packages related to navigation of unmanned vehicles in USAR environments.,https://github.com/tu-darmstadt-ros-pkg/hector_navigation,Ivano,1,YES,,SUBSYSTEM,Aerial,,,Navigation,,,NO,,
tu-darmstadt-ros-pkg/hector_slam,github,catkin,15,0,C++,43,22,21,19,8,11,259,22,14,17,hector_slam contains ROS packages related to performing SLAM in unstructed environments like those encountered in the Urban Search and Rescue (USAR) scenarios of the RoboCup Rescue competition.,https://github.com/tu-darmstadt-ros-pkg/hector_slam,Ivano,1,YES,,SUBSYSTEM,Aerial,,,Slam,,,NO,,
tu-darmstadt-ros-pkg/hector_vision,github,kinetic-devel,43,0,C++,3,0,3,0,0,0,242,22,0,29,Vision related packages developed within Team Hector/TU Darmstadt,https://github.com/tu-darmstadt-ros-pkg/hector_vision,Ivano,1,YES,,SUBSYSTEM,Aerial,,,Vision,,,NO,,
tue-robotics/ed,github,master,1,0,C++,58,5,53,31,2,29,719,16,7,21,Environment Descriptor,https://github.com/tue-robotics/ed,Ivano,1,YES,,SUBSYSTEM,GEN,,,Infrastructural,,,PARTIALLY,https://github.com/tue-robotics/ed,
tum-phoenix/phx_quadrocopter_ros,github,master,44,0,Python,5,4,1,2,0,2,782,6,0,40,The ROS packages for the TUM Phoenix Autonomous Flight Project,https://github.com/tum-phoenix/phx_quadrocopter_ros,Ivano,1,YES,,FULL_SYSTEM,Aerial,,,FULL,,,NO,,
turtlebot/turtlebot,github,kinetic,49,0,C++,180,19,161,96,4,92,1131,13,92,56,The turtlebot stack provides all the basic drivers for running and using a TurtleBot.,https://github.com/turtlebot/turtlebot,Ivano,1,YES,,FULL_SYSTEM,Ground,,,FULL,,,NO,,
turtlebot/turtlebot_interactions,github,indigo,14,0,C++,6,2,4,2,1,1,140,3,3,11,User side interactions for working with a turtlebot.,https://github.com/turtlebot/turtlebot_interactions,Ivano,1,YES,,SUBSYSTEM,Ground,,,DevSupport,,,NO,,
tuw-robotics/tuw_marker_detection,github,melodic,11,0,C++,2,2,0,1,0,1,120,4,7,6,,https://github.com/tuw-robotics/tuw_marker_detection,Ivano,1,YES,,SUBSYSTEM,GEN,,,Vision,,,NO,,
tuw-robotics/tuw_multi_robot,github,master,22,0,C++,4,3,1,4,1,3,265,6,0,15,,https://github.com/tuw-robotics/tuw_multi_robot,Ivano,1,YES,,SUBSYSTEM,GEN,,,Planning,,,YES,https://github.com/tuw-robotics/tuw_multi_robot,
UBC-Snowbots/Snowflake,github,master,62,0,C++,151,49,102,226,8,218,193,7,0,15,UBC Snowbots Codebase,https://github.com/UBC-Snowbots/Snowflake,Ivano,1,YES,,FULL_SYSTEM,Ground,,,FULL,,,NO,,
UBC-Thunderbots/Software,github,master,11,0,JavaScript,318,102,216,307,15,292,261,4,0,20,Robot Soccer Playing AI,https://github.com/UBC-Thunderbots/Software,Ivano,1,YES,,FULL_SYSTEM,Ground,,,FULL,,,NO,,
UbiquityRobotics/fiducials,github,kinetic-devel,9,0,C++,95,17,78,80,1,79,768,10,22,24,Simultaneous localization and mapping using fiducial markers.,https://github.com/UbiquityRobotics/fiducials,Ivano,1,YES,,SUBSYSTEM,Ground,,,Localization,,,NO,,
UbiquityRobotics/magni_robot,github,indigo-devel,20,0,CMake,44,13,31,47,0,47,179,5,16,7,Starting point for Magni Robots. Includes launch files and configuration.,https://github.com/UbiquityRobotics/magni_robot,Ivano,1,YES,,SUBSYSTEM,Ground,,,Base,,,NO,,
UbiquityRobotics/ubiquity_launches,github,indigo,73,0,Python,1,0,1,1,0,1,277,8,3,7,Unified ROS launch files for Ubiquity Robotics platforms.,https://github.com/UbiquityRobotics/ubiquity_launches,Ivano,1,YES,,SUBSYSTEM,Ground,,,Base,,,NO,,
udg_cirs/cola2_core,bitbucket,master,2,0,c++,1,1,0,3,3,0,506,4,,20,ROS metapackage that contains core package for the COLA2 architecture: cola2_msgs & cola2_lib.,https://bitbucket.org/udg_cirs/cola2_core,Ivano,1,YES,,SUBSYSTEM,GEN,,,Infrastructural,,,PARTIALLY,https://bitbucket.org/udg_cirs/cola2_core/wiki/Home,Component Oriented Layered-base Architecture for Autonomy (COLA2). 
uf-mil-archive/PropaGator,github,master,35,0,C,44,29,15,6,0,6,1284,17,0,30,ROS packages specific to the PropaGator robot,https://github.com/uf-mil-archive/PropaGator,Ivano,1,YES,,FULL_SYSTEM,Acquatic,,,FULL,,,NO,,Robot: http://propagator.org/?page_id=1765
uf-mil/mil_common,github,master,14,0,Python,48,21,27,153,0,153,1200,42,0,44,Common software packages for MIL repositories,https://github.com/uf-mil/mil_common,Ivano,1,YES,,SUBSYSTEM,Acquatic,Underwater,,Sensing,Planning,DevSupport,NO,,
uf-mil/NaviGator,github,master,48,0,Python,186,45,141,313,9,304,1574,76,1,45,NaviGator ASV on-board software,https://github.com/uf-mil/NaviGator,Ivano,1,YES,,FULL_SYSTEM,Acquatic,,,FULL,,,PARTIALLY,https://github.com/uf-mil/NaviGator/blob/master/docs/high_level_architecture.dot,
uf-mil/SubjuGator,github,master,33,0,C,93,19,74,308,2,306,1572,32,0,37,SubjuGator 8 on-board software,https://github.com/uf-mil/SubjuGator,Ivano,1,YES,,FULL_SYSTEM,Underwater,,,FULL,,,YES,https://github.com/uf-mil/SubjuGator/blob/master/docs/high_level_architecture.svg,
uos/calvin_robot,github,indigo_catkin,38,0,C++,1,0,1,27,0,27,360,6,2,14,,https://github.com/uos/calvin_robot,Ivano,1,YES,,FULL_SYSTEM,Service,,,FULL,,,NO,,
ut-ims-robotics/robotont,github,kinetic-devel,32,0,C++,15,3,12,17,0,17,233,6,1,11,ROS support packages for robotont - an open robot hardware platform from the University of Tartu,https://github.com/ut-ims-robotics/robotont,Ivano,1,YES,,FULL_SYSTEM,Ground,,,FULL,,,PARTIALLY,https://github.com/ut-ims-robotics/robotont,
utexas-bwi/bwi,github,master,18,0,Python,51,9,42,7,0,7,189,9,6,16,"ROS packages for building wide intelligence project, University of Texas at Austin",https://github.com/utexas-bwi/bwi,Ivano,1,YES,,SUBSYSTEM,Ground,,,Base,,,NO,,
utexas-bwi/bwi_common,github,master,28,0,C++,63,10,53,48,1,47,758,20,18,33,Common packages and data for BWI projects,https://github.com/utexas-bwi/bwi_common,Ivano,1,YES,,SUBSYSTEM,Ground,,,Mapping,Planning,DevSupport,NO,,
utexas-bwi/segbot,github,master,91,0,C++,65,15,50,45,3,42,664,11,18,25,ROS drivers for controlling Segway-based robots at the University of Texas at Austin,https://github.com/utexas-bwi/segbot,Ivano,1,YES,,SUBSYSTEM,Ground,,,Control,,,NO,,
UTNuclearRoboticsPublic/jog_arm,github,kinetic,3,0,C++,59,12,47,41,0,41,322,16,3,14,A real-time robot arm jogger.,https://github.com/UTNuclearRoboticsPublic/jog_arm,Ivano,1,YES,,SUBSYSTEM,Manu,,,Control,,,NO,,
uu-isrc-robotics/uu-isrc-robotics-pr2-pkgs,github,master,6,0,Python,0,0,0,1,0,1,198,3,0,4,"ROS packages for the PR2 of the University of Ulster, Intelligent Systems Research Centre, Cognitive Robotics Team",https://github.com/uu-isrc-robotics/uu-isrc-robotics-pr2-pkgs,Ivano,1,YES,,FULL_SYSTEM,Ground,,,FULL,,,NO,,PR2 robot
uwreact/frc_control,github,melodic-devel,1,0,C++,40,24,16,21,1,20,130,5,0,6,ROS metapackage enabling FRC teams to use ROS on their robots,https://github.com/uwreact/frc_control,Ivano,1,YES,,SUBSYSTEM,GEN,,,Infrastructural,,,NO,,
uwsailbot/boat_2018,github,master,9,0,Python,11,3,8,14,0,14,419,6,0,11,2018 ROS Architecture,https://github.com/uwsailbot/boat_2018,Ivano,1,YES,,FULL_SYSTEM,Acquatic,,,FULL,,,PARTIALLY,https://docs.google.com/spreadsheets/d/e/2PACX-1vRJPwn2XdzYAXsQpauvrPZ5q93W5B0C67GXXE5j3xL2SomwScCGoXGPIHMnfCvfF4DZ18LwXwg1yf4g/pubhtml,
vortexntnu/rov-control,github,master,15,0,C++,23,13,10,55,0,55,1314,7,0,27,Complete control system for Vortex' ROV,https://github.com/vortexntnu/rov-control,Ivano,1,YES,,FULL_SYSTEM,Underwater,,,FULL,,,NO,,
warp1337/opencv_facerecognizer,github,master,2,0,Python,0,0,0,0,0,0,202,4,2,2,Distributed Face Detection and Recognition Pipeline including ROS/RSB Middleware Support,https://github.com/warp1337/opencv_facerecognizer,Ivano,1,YES,,SUBSYSTEM,GEN,,,Vision,,,NO,,Distributed face recognition
wg-perception/object_recognition_ros,github,master,6,0,Python,18,7,11,8,2,6,171,4,28,9,ROS components usable byt the object_recognition pipeline,https://github.com/wg-perception/object_recognition_ros,Ivano,1,YES,,SUBSYSTEM,GEN,,,Vision,,,NO,,
wg-perception/people,github,kinetic,34,0,C++,28,12,16,45,7,38,224,14,25,23,,https://github.com/wg-perception/people,Ivano,1,YES,,SUBSYSTEM,GEN,,,Vision,,,NO,,
whoenig/crazyflie_ros,github,master,24,0,C++,118,23,95,22,1,21,221,10,0,14,ROS Driver for Bitcraze Crazyflie,https://github.com/whoenig/crazyflie_ros,Ivano,1,YES,,FULL_SYSTEM,Aerial,,,FULL,,,YES,https://github.com/whoenig/crazyflie_ros,
whoidsl/ds_base,bitbucket,master,5,0,c++,0,0,0,4,4,0,275,4,,10,Base infrastructure for DSL ROS software upgrade,https://bitbucket.org/whoidsl/ds_base,Ivano,1,YES,,SUBSYSTEM,Underwater,,,Base,,,NO,,Generic base nodes
whoidsl/ds_nav,bitbucket,master,6,0,c++,0,0,0,1,1,0,258,5,,7,This repository contains ROS navigation software,https://bitbucket.org/whoidsl/ds_nav,Ivano,1,YES,,SUBSYSTEM,Underwater,,,Navigation,,,NO,,
whoidsl/ds_sensors,bitbucket,master,11,0,c++,0,0,0,1,1,0,224,5,,11,ROS package for many (but not all) sensors used within the Deep Submergence ecosystem.,https://bitbucket.org/whoidsl/ds_sensors,Ivano,1,YES,,SUBSYSTEM,Underwater,,,Sensing,,,NO,,
xaxxontech/oculusprime_ros,github,master,14,0,Python,2,0,2,2,0,2,107,4,6,7,Official ROS packages for Oculus Prime Robot http://wiki.ros.org/oculusprime_ros,https://github.com/xaxxontech/oculusprime_ros,Ivano,1,YES,,FULL_SYSTEM,Ground,,,FULL,,,NO,,
xuefengchang/micros_swarm_framework,github,master,43,0,C++,8,2,6,2,0,2,182,6,15,6,,https://github.com/xuefengchang/micros_swarm_framework,Ivano,1,YES,,FULL_SYSTEM,Aerial,,,FULL,,,PARTIALLY,https://github.com/xuefengchang/micros_swarm_framework,
yijiangh/choreo,github,kinetic-devel,147,0,C++,109,16,93,1,0,1,595,7,1,6,Choreo: robotic motion planning platform for discrete architectural assembly,https://github.com/yijiangh/choreo,Ivano,1,YES,,SUBSYSTEM,Manu,,,Planning,,,NO,,
youbot/youbot-ros-pkg,github,master,47,0,C++,6,1,5,20,1,19,330,4,1,18,ROS stacks for the KUKA youBot,https://github.com/youbot/youbot-ros-pkg,Ivano,1,YES,,FULL_SYSTEM,Ground,Manu,,FULL,,,NO,,
yujinrobot/kobuki,github,devel,26,0,C++,339,29,310,57,1,56,1365,19,50,28,Software for iClebo Kobuki,https://github.com/yujinrobot/kobuki,Ivano,1,YES,,FULL_SYSTEM,Ground,,,FULL,,,NO,,Variation of Turtlebot
yujinrobot/yujin_ocs,github,devel,41,0,C++,84,29,55,54,4,50,438,31,41,17,Yujin Robot's open-source control libraries,https://github.com/yujinrobot/yujin_ocs,Ivano,1,YES,,FULL_SYSTEM,Service,,,FULL,,,NO,,
